PLATEIFU,RA,DEC,inc,inc_err,PA,PA_err,PA_bar,PA_bar_err,R_bar,R_bar_err,R_bar_deproj_kpc,R_bar_deproj_kpc_err,redshift,nsa_elpetro_absmag_r,nsa_sersic_absmag_r,bar_type
12487-6101,137.878720293,28.8265918025,24.41741374608605,3.006433397431969,10.799999999999955,1.2666666666666657,48.47395562259533,177.90616089643893,5.235549086201496,0.20362280326080828,3.7509869993004052,0.14588469618313513,0.03388847,-22.179397799928715,-22.457136799928715,Weak bar
12074-12704,18.4430517249,0.305756424885,51.18241445256863,4.239836163127766,96.1,0.48333333333333184,83.66575597787369,76.13525770692661,7.948622357976486,0.4392906446890774,7.29405913438911,0.40311538216815673,0.044405818,-21.935691799928716,-22.119882799928714,Strong bar
8942-12702,124.003309706,27.0758952047,37.23071599981751,1.6304503943355044,98.19999999999999,0.6666666666666666,123.35203471447852,15.006882919990225,5.940064876553487,0.0629147938220309,3.1660981122563037,0.03353404619184936,0.0254964,-21.826709799928715,-22.588209799928716,Weak bar
8547-9102,218.976343316,53.3916368422,50.30344836440492,2.4616872760217703,46.400000000000006,1.099999999999999,72.93147267415836,86.73524595422377,3.7003315854299688,0.4634305113599657,4.061352739133343,0.5086448966143291,0.0434983,-20.468409799928715,-20.428209799928716,Strong bar
8547-6102,217.324860201,52.6655598805,51.42443512943728,2.171897546344187,142.2,0.8000000000000007,167.28723808591025,38.75461098351065,6.005025210175364,0.3817318922432067,4.189774659937022,0.26633870017736216,0.0304662,-21.201809799928714,-21.322709799928717,Weak bar
8445-12701,203.958189452,34.9989487463,41.46193787144594,0.4760498775161252,152.4,0.6000000000000002,79.29811343806358,413.8581344486378,2.006364331963267,0.8826692912674045,1.2655860318176622,0.5567752117330178,0.025054,-21.990209799928714,-22.390409799928715,Weak bar
7993-12704,33.4062555764,13.7281228725,31.185090994170714,1.9612947356822747,130.9,0.7999999999999995,24.545953898398153,0.9119109798065809,12.040322153472305,0.03227249050390135,11.464490490896681,0.03072904991938525,0.0410693,-22.468009799928716,-22.664409799928716,Strong bar
10492-12701,123.338037496,57.852238539,61.771828289637305,0.4960529758043925,100.80000000000001,0.75,112.86839305013063,34.208702785985196,11.8173466909489,0.4214141378703289,6.512259675271003,0.23223134333056222,0.0266673,-22.188709799928716,-22.864909799928714,Strong bar
10492-9102,124.062110011,57.7093321492,39.360618775745536,0.4065502279097863,157.1,0.8833333333333329,179.32708878171928,376.109945337652,7.431067556978121,0.5006415167562395,4.339374895901932,0.29234981555486456,0.02639,-21.108009799928716,-21.324409799928716,Weak bar
10492-12702,124.064089969,57.5305417333,40.45949904219894,1.8858232074146848,178.7,0.5500000000000006,119.04220701035013,11.383408938531268,3.867085455304559,0.2127039752076334,2.6720641842809343,0.1469733939359597,0.0271824,-20.588309799928716,-20.707609799928715,Strong bar
10492-6102,121.960564881,56.6934864581,54.47270103583613,1.0668889617284982,6.7999999999999545,0.5833333333333334,69.65131368528449,149.39055811454094,3.723176354598333,0.33254473816993224,3.143115150945905,0.28073513187693605,0.0297122,-21.764509799928714,-21.957109799928716,Weak bar
